contour_id,vertex_index,x2_protein_mg_ml,x1_il_wt_pct,threshold_ci
1,188,61.61616161616162,35.095701496291,0.1
1,189,62.62626262626263,35.095701496291,0.1
1,190,63.63636363636364,35.095701496291,0.1
1,191,64.64646464646465,35.095701496291,0.1
1,192,65.65656565656566,35.12673081557461,0.1
1,193,66.66666666666667,35.12673081557461,0.1
1,194,67.67676767676768,35.06702840957404,0.1
1,195,68.68686868686869,35.06702840957404,0.1
1,196,69.6969696969697,35.06702840957404,0.1
1,197,70.70707070707071,35.06702840957404,0.1
1,198,71.71717171717172,35.06702840957404,0.1
1,199,72.72727272727273,35.08299841086215,0.1
1,200,73.73737373737374,35.08299841086215,0.1
1,201,74.74747474747475,35.08299841086215,0.1
1,202,75.75757575757576,35.08299841086215,0.1
1,203,76.76767676767678,35.08299841086215,0.1
1,204,77.77777777777779,35.08299841086215,0.1
1,205,78.7878787878788,35.08299841086215,0.1
1,206,79.7979797979798,35.08299841086215,0.1
1,207,80.80808080808082,35.08299841086215,0.1
1,208,81.81818181818183,35.08299841086215,0.1
1,209,82.82828282828284,35.08299841086215,0.1
1,210,83.83838383838385,35.08299841086215,0.1
1,211,84.84848484848486,35.08299841086215,0.1
1,212,85.85858585858587,35.08299841086215,0.1
1,213,86.86868686868688,35.08299841086215,0.1
1,214,87.60822940739186,34.343434343434346,0.1
1,215,87.60822940739186,33.333333333333336,0.1
1,216,87.60822940739186,32.323232323232325,0.1
1,217,87.60822940739186,31.313131313131315,0.1
1,218,87.60822940739186,30.303030303030305,0.1
1,219,87.60822940739186,29.292929292929294,0.1
1,220,87.60822940739186,28.282828282828284,0.1
1,221,87.60822940739186,27.272727272727273,0.1
1,222,86.86868686868688,26.532518176517033,0.1
1,223,85.85858585858587,26.532518176517033,0.1
1,224,84.84848484848486,26.532518176517033,0.1
1,225,83.83838383838385,26.532518176517033,0.1
1,226,82.82828282828284,26.532518176517033,0.1
1,227,81.81818181818183,26.532518176517033,0.1
1,228,80.80808080808082,26.532518176517033,0.1
1,229,79.7979797979798,26.532518176517033,0.1
1,230,78.7878787878788,26.532518176517033,0.1
1,231,77.77777777777779,26.532518176517033,0.1
1,232,76.76767676767678,26.532518176517033,0.1
1,233,75.75757575757576,26.532518176517033,0.1
1,234,74.74747474747475,26.532518176517033,0.1
1,235,73.73737373737374,26.532518176517033,0.1
1,236,72.72727272727273,26.532518176517033,0.1
1,237,71.71717171717172,26.491685736032515,0.1
1,238,70.70707070707071,26.491685736032515,0.1
1,239,69.6969696969697,26.491685736032515,0.1
1,240,68.68686868686869,26.491685736032515,0.1
1,241,67.67676767676768,26.491685736032515,0.1
1,242,67.40219779487717,26.262626262626263,0.1
1,243,67.40219779487717,25.252525252525253,0.1
1,244,67.40219779487717,24.242424242424242,0.1
1,245,67.40219779487717,23.232323232323235,0.1
1,246,67.40219779487717,22.222222222222225,0.1
1,247,67.40219779487717,21.212121212121215,0.1
1,248,67.40219779487717,20.202020202020204,0.1
1,249,67.40219779487717,19.191919191919194,0.1
1,250,67.40219779487717,18.181818181818183,0.1
1,251,67.67676767676768,18.097444845520357,0.1
1,252,68.68686868686869,18.097444845520357,0.1
1,253,69.6969696969697,18.097444845520357,0.1
1,254,70.70707070707071,18.097444845520357,0.1
1,255,71.71717171717172,18.097444845520357,0.1
1,256,72.72727272727273,18.071413914420166,0.1
1,257,73.73737373737376,18.071413914420166,0.1
1,258,74.74747474747475,18.071413914420166,0.1
1,259,75.75757575757576,18.071413914420166,0.1
1,260,76.76767676767678,18.071413914420166,0.1
1,261,77.77777777777779,18.071413914420166,0.1
1,262,78.7878787878788,18.071413914420166,0.1
1,263,79.7979797979798,18.071413914420166,0.1
1,264,80.80808080808082,18.071413914420166,0.1
1,265,81.81818181818183,18.071413914420166,0.1
1,266,82.82828282828284,18.071413914420166,0.1
1,267,83.83838383838385,18.071413914420166,0.1
1,268,84.84848484848486,18.071413914420166,0.1
1,269,85.85858585858585,18.071413914420166,0.1
1,270,86.86868686868688,18.071413914420166,0.1
1,271,87.87878787878789,18.073321196097453,0.1
1,272,88.8888888888889,18.073321196097453,0.1
1,273,89.89898989898991,18.073321196097453,0.1
1,274,90.90909090909092,18.073321196097453,0.1
1,275,91.91919191919193,18.073321196097453,0.1
1,276,92.92929292929293,18.073321196097453,0.1
1,277,93.93939393939395,18.073321196097453,0.1
1,278,94.94949494949496,18.073321196097453,0.1
1,279,95.95959595959597,18.073321196097453,0.1
1,280,96.96969696969697,18.073321196097453,0.1
1,281,97.97979797979798,18.073321196097453,0.1
1,282,98.98989898989899,18.073321196097453,0.1
